,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
214713,214714,3023675,75,20,single,rented,no,Air_traffic_controller,Tumkur,Karnataka,3,13,0
183182,183183,1464792,65,10,single,owned,no,Technician,Guna,Madhya_Pradesh,10,12,0
236058,236059,7929213,71,7,single,rented,no,Surgeon,Proddatur,Andhra_Pradesh,7,11,1
87911,87912,5539704,68,16,single,rented,yes,Scientist,Amroha,Uttar_Pradesh,8,12,0
13822,13823,8588790,53,3,single,rented,yes,Air_traffic_controller,Bidar,Karnataka,3,14,0
160664,160665,7692854,63,10,single,rented,yes,Lawyer,Satna,Madhya_Pradesh,10,11,0
76884,76885,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,0
241160,241161,9753911,49,9,single,norent_noown,no,Consultant,Bhiwandi,Maharashtra,9,14,0
69321,69322,7220808,71,1,single,rented,no,Financial_Analyst,Belgaum,Karnataka,1,10,0
80957,80958,3736039,38,20,single,rented,no,Artist,Jamnagar,Gujarat,4,14,0
79466,79467,5435687,62,20,single,rented,no,Designer,Gaya,Bihar,7,10,0
86474,86475,8773158,58,18,single,rented,yes,Firefighter,Serampore,West_Bengal,5,13,1
177591,177592,9013759,50,10,single,rented,yes,Architect,Hazaribagh,Jharkhand,6,13,1
102859,102860,4855342,24,0,single,rented,no,Lawyer,Ichalkaranji,Maharashtra,0,13,0
162222,162223,3148837,37,17,single,rented,yes,Psychologist,Bhagalpur,Bihar,13,13,0
7090,7091,9934305,31,9,single,rented,no,Police_officer,Kozhikode,Kerala,9,11,0
201210,201211,9807280,37,0,single,rented,no,Analyst,Naihati,West_Bengal,0,13,0
1308,1309,1923707,40,16,single,rented,no,Design_Engineer,Bellary,Karnataka,4,12,1
222597,222598,635465,67,12,single,rented,yes,Surgeon,Adoni,Andhra_Pradesh,7,11,0
53221,53222,8189154,62,13,single,rented,yes,Army_officer,Bally,West_Bengal,12,12,0
19113,19114,9254969,75,7,single,rented,no,Civil_engineer,Tinsukia,Assam,7,10,1
126201,126202,8236810,40,0,single,rented,yes,Firefighter,Nagpur,Maharashtra,0,12,1
113584,113585,5330432,47,2,single,rented,yes,Chemical_engineer,Bidhannagar,West_Bengal,2,10,0
150928,150929,1086347,26,10,single,rented,yes,Civil_engineer,Eluru[25],Andhra_Pradesh,10,10,0
187022,187023,8440968,22,12,single,rented,no,Design_Engineer,Saharsa[29],Bihar,5,12,0
171674,171675,7886476,55,8,single,rented,yes,Software_Developer,Ludhiana,Punjab,8,10,0
104939,104940,9013930,25,5,single,rented,no,Air_traffic_controller,Ajmer,Rajasthan,5,10,0
124463,124464,6272411,69,2,married,rented,no,Aviator,Bhatpara,West_Bengal,2,10,0
75660,75661,7839236,68,7,single,rented,no,Biomedical_Engineer,Amravati,Maharashtra,7,14,1
22890,22891,3483756,62,8,single,rented,yes,Dentist,Satna,Madhya_Pradesh,8,14,0
93477,93478,6004435,47,10,single,rented,yes,Microbiologist,Gwalior,Madhya_Pradesh,9,14,0
78659,78660,8613547,77,17,single,rented,yes,Statistician,Karaikudi,Tamil_Nadu,13,14,0
174356,174357,672968,68,18,married,rented,no,Technology_specialist,Jehanabad[38],Bihar,5,12,0
5946,5947,5321383,40,2,single,rented,no,Aviator,Nagpur,Maharashtra,2,13,0
239686,239687,9893202,48,8,single,rented,no,Web_designer,Sasaram[30],Bihar,8,14,0
45969,45970,8331889,63,0,single,rented,no,Industrial_Engineer,Noida,Uttar_Pradesh,0,11,0
105513,105514,4403214,50,19,single,rented,no,Statistician,Jhansi,Uttar_Pradesh,4,12,0
176086,176087,3167636,43,10,single,rented,no,Technical_writer,Kirari_Suleman_Nagar,Delhi,10,10,0
133722,133723,6516647,57,5,single,rented,yes,Psychologist,Tirunelveli,Tamil_Nadu,5,12,0
232621,232622,9750935,38,8,single,rented,yes,Librarian,Mumbai,Maharashtra,5,10,1
215222,215223,5959009,50,10,single,rented,no,Computer_hardware_engineer,Rajahmundry[19][20],Andhra_Pradesh,7,10,0
145610,145611,2036508,67,19,single,rented,no,Chartered_Accountant,Ambarnath,Maharashtra,6,10,0
70831,70832,9500602,70,16,single,rented,no,Firefighter,Rampur,Uttar_Pradesh,14,13,0
189145,189146,5681211,79,18,single,rented,no,Web_designer,Ozhukarai,Puducherry,8,10,0
54015,54016,4700701,48,14,single,rented,yes,Secretary,Ulhasnagar,Maharashtra,12,12,0
144720,144721,2045384,52,5,single,rented,no,Economist,Tirunelveli,Tamil_Nadu,5,10,0
42880,42881,1397357,51,11,married,rented,no,Software_Developer,Haldia,West_Bengal,10,10,0
136208,136209,5218196,49,12,single,rented,yes,Air_traffic_controller,Guntur[13],Andhra_Pradesh,12,10,0
19069,19070,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
222289,222290,6616592,78,1,single,rented,no,Web_designer,Jamnagar,Gujarat,1,10,0
104925,104926,6570794,55,4,single,rented,no,Engineer,Madurai,Tamil_Nadu,4,13,0
54707,54708,7359458,29,3,single,rented,no,Consultant,Kirari_Suleman_Nagar,Delhi,3,14,0
120255,120256,7313501,77,5,single,rented,no,Scientist,Jamalpur[36],Bihar,5,10,0
141534,141535,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0
227252,227253,5989482,27,20,single,rented,no,Flight_attendant,Bongaigaon,Assam,11,11,0
26523,26524,4791888,69,13,single,rented,no,Chemical_engineer,Rajpur_Sonarpur,West_Bengal,3,12,0
34778,34779,7018326,33,20,single,norent_noown,yes,Microbiologist,Vellore,Tamil_Nadu,4,11,0
139081,139082,3154035,78,5,single,rented,no,Civil_servant,Hazaribagh,Jharkhand,5,14,0
235483,235484,710233,69,7,married,rented,no,Geologist,Moradabad,Uttar_Pradesh,4,12,0
247600,247601,1001668,42,18,single,rented,yes,Statistician,Sasaram[30],Bihar,8,10,0
163037,163038,6640673,30,15,single,rented,yes,Chemical_engineer,Vadodara,Gujarat,6,11,0
123077,123078,1503033,72,19,married,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,3,12,0
211132,211133,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
236655,236656,2758257,28,8,single,rented,yes,Petroleum_Engineer,Alwar,Rajasthan,7,11,0
87076,87077,6389669,33,13,married,rented,no,Chartered_Accountant,Bareilly,Uttar_Pradesh,11,11,0
230427,230428,9338850,48,14,single,rented,no,Army_officer,Berhampur,Odisha,4,11,1
227747,227748,5040293,60,19,married,rented,no,Civil_servant,Gorakhpur,Uttar_Pradesh,3,13,1
8259,8260,5618096,65,15,single,rented,yes,Air_traffic_controller,Bharatpur,Rajasthan,12,11,1
139681,139682,3354920,51,12,single,rented,yes,Computer_hardware_engineer,Vadodara,Gujarat,4,11,0
19131,19132,5773747,74,19,single,rented,no,Drafter,Siwan[32],Bihar,14,13,0
226210,226211,9599122,58,12,single,rented,no,Economist,Unnao,Uttar_Pradesh,5,10,0
158804,158805,5792170,41,4,single,rented,no,Magistrate,Machilipatnam,Andhra_Pradesh,4,11,0
197063,197064,2556533,47,14,single,rented,yes,Drafter,Alappuzha,Kerala,3,11,0
129621,129622,6944134,59,5,single,owned,no,Graphic_Designer,Gulbarga,Karnataka,5,11,0
213086,213087,4527248,47,6,single,rented,yes,Psychologist,Malda,West_Bengal,6,13,0
85007,85008,1582604,33,1,single,rented,yes,Engineer,Berhampur,Odisha,1,10,0
85577,85578,4076147,25,16,married,rented,no,Police_officer,Raipur,Chhattisgarh,6,10,1
58364,58365,7396490,59,0,married,rented,yes,Analyst,Dibrugarh,Assam,0,11,0
198566,198567,8541790,59,17,single,rented,no,Dentist,Hajipur[31],Bihar,3,14,0
238712,238713,6469663,21,14,single,owned,yes,Technology_specialist,Kumbakonam,Tamil_Nadu,11,11,0
237001,237002,7067037,41,5,single,rented,no,Designer,Ambattur,Tamil_Nadu,5,14,1
57984,57985,551210,32,5,single,rented,yes,Comedian,Mangalore,Karnataka,3,10,0
170955,170956,8135531,60,10,single,owned,no,Magistrate,Orai,Uttar_Pradesh,4,11,0
238386,238387,5449096,40,16,single,owned,no,Official,Adoni,Andhra_Pradesh,8,11,0
243687,243688,5239116,56,17,single,rented,no,Army_officer,Gangtok,Sikkim,8,14,0
117118,117119,6655846,66,11,single,rented,yes,Civil_engineer,Bhimavaram,Andhra_Pradesh,11,14,0
99535,99536,1216848,60,9,single,rented,no,Computer_hardware_engineer,Muzaffarpur,Bihar,9,12,0
73166,73167,7583518,28,4,single,rented,no,Scientist,Rewa,Madhya_Pradesh,4,11,1
116130,116131,2467224,35,3,single,rented,no,Flight_attendant,Dibrugarh,Assam,3,11,0
84823,84824,4279399,49,4,single,rented,yes,Microbiologist,Pallavaram,Tamil_Nadu,4,10,0
188052,188053,2893051,66,2,single,owned,no,Architect,Raiganj,West_Bengal,2,13,0
53511,53512,2087733,27,3,single,owned,no,Civil_servant,Amroha,Uttar_Pradesh,3,11,0
27136,27137,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
247768,247769,8913108,32,19,single,rented,no,Politician,Bilaspur,Chhattisgarh,11,10,1
52663,52664,3536244,33,3,single,rented,no,Architect,Shivpuri,Madhya_Pradesh,3,10,0
77695,77696,8964405,67,15,single,rented,no,Surgeon,Kavali,Andhra_Pradesh,8,10,0
105230,105231,6144152,72,18,single,owned,no,Software_Developer,Cuttack,Odisha,13,12,0
86648,86649,3562528,58,9,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,9,11,0
191660,191661,4813006,52,16,single,owned,yes,Chartered_Accountant,Nizamabad,Telangana,4,11,0
160342,160343,1929905,56,17,single,rented,no,Consultant,Khandwa,Madhya_Pradesh,14,14,0
142936,142937,3264559,29,14,married,rented,no,Statistician,Bidhannagar,West_Bengal,4,10,1
53770,53771,7121677,62,16,single,rented,no,Software_Developer,Panvel,Maharashtra,7,10,0
116461,116462,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,0
114399,114400,4674975,38,13,single,rented,yes,Petroleum_Engineer,Bhilai,Chhattisgarh,12,10,0
236157,236158,7154297,38,4,single,rented,no,Designer,Dehri[30],Bihar,4,10,0
159958,159959,8382824,48,8,single,rented,no,Graphic_Designer,Kolhapur,Maharashtra,8,10,0
185597,185598,9803522,55,14,single,rented,no,Police_officer,Guna,Madhya_Pradesh,14,11,0
63831,63832,6945171,55,18,single,rented,no,Psychologist,South_Dumdum,West_Bengal,8,11,0
72775,72776,6052742,34,14,single,rented,yes,Petroleum_Engineer,Raurkela_Industrial_Township,Odisha,8,10,0
159644,159645,5284075,50,16,single,rented,yes,Civil_servant,Hajipur[31],Bihar,11,13,0
18096,18097,5888261,78,6,single,rented,no,Physician,Adoni,Andhra_Pradesh,3,10,0
50945,50946,2499276,21,0,single,rented,no,Physician,Dhanbad,Jharkhand,0,12,1
51935,51936,1770158,39,2,single,rented,no,Chemical_engineer,Ambattur,Tamil_Nadu,2,10,0
182102,182103,9738992,35,17,single,rented,yes,Surveyor,Aurangabad,Maharashtra,13,12,0
181650,181651,3781553,56,16,single,rented,no,Firefighter,Ahmedabad,Gujarat,11,14,1
8751,8752,7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13,0
68463,68464,5393575,22,1,single,rented,yes,Firefighter,Motihari[34],Bihar,1,13,1
153601,153602,5751205,49,10,single,rented,yes,Financial_Analyst,Kolkata,West_Bengal,10,10,0
39658,39659,6577271,51,19,single,rented,no,Aviator,Rajpur_Sonarpur,West_Bengal,10,10,0
220569,220570,8518725,60,7,single,rented,yes,Army_officer,Howrah,West_Bengal,6,14,0
132120,132121,9672890,40,13,single,rented,yes,Chemical_engineer,Gorakhpur,Uttar_Pradesh,7,13,0
112595,112596,5495848,74,19,single,rented,no,Hotel_Manager,Hospet,Karnataka,13,13,0
127989,127990,901466,45,15,single,rented,yes,Web_designer,Shivpuri,Madhya_Pradesh,8,13,0
138273,138274,4236914,47,15,married,rented,yes,Engineer,Baranagar,West_Bengal,10,11,1
243018,243019,6990182,78,10,single,rented,no,Designer,Dhule,Maharashtra,9,13,0
128782,128783,5296773,34,3,single,rented,no,Financial_Analyst,Pune,Maharashtra,3,13,0
189415,189416,7894460,25,5,single,owned,no,Secretary,Machilipatnam,Andhra_Pradesh,5,10,0
234140,234141,134915,70,0,single,rented,no,Civil_servant,Nagercoil,Tamil_Nadu,0,12,0
6383,6384,8978796,27,3,single,rented,no,Biomedical_Engineer,Ambarnath,Maharashtra,3,10,0
21770,21771,4525338,23,1,single,rented,no,Graphic_Designer,Ongole,Andhra_Pradesh,1,12,0
13233,13234,8230205,71,6,single,rented,yes,Chef,Bareilly,Uttar_Pradesh,6,12,0
239131,239132,6874836,61,6,single,owned,yes,Software_Developer,Pondicherry,Puducherry,6,14,0
236609,236610,1996663,34,0,single,owned,no,Computer_operator,Akola,Maharashtra,0,12,0
154259,154260,1620737,54,18,single,rented,yes,Librarian,Munger,Bihar,10,11,0
42685,42686,7585777,33,0,single,rented,no,Analyst,Dehradun,Uttarakhand,0,12,0
172938,172939,5109740,39,6,single,rented,no,Flight_attendant,Kanpur,Uttar_Pradesh,6,14,1
231567,231568,9181976,66,7,single,rented,yes,Secretary,Buxar[37],Bihar,3,13,0
222890,222891,8999986,34,20,single,rented,no,Official,Sikar,Rajasthan,8,10,0
16837,16838,7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11,0
212248,212249,4232176,27,4,single,rented,no,Police_officer,Bidhannagar,West_Bengal,3,10,0
230210,230211,4832421,27,10,single,norent_noown,no,Artist,Raichur,Karnataka,7,13,0
142697,142698,265272,75,20,single,rented,no,Mechanical_engineer,Delhi_city,Delhi,6,14,1
104468,104469,2797000,52,6,single,rented,yes,Chef,Thrissur,Kerala,5,13,0
126722,126723,1872336,28,3,single,rented,yes,Industrial_Engineer,Satna,Madhya_Pradesh,3,12,1
89495,89496,8165921,51,20,single,rented,no,Chartered_Accountant,Karnal,Haryana,11,14,0
214121,214122,2800327,50,6,single,rented,yes,Software_Developer,Morena,Madhya_Pradesh,6,10,1
242173,242174,3024040,40,13,single,rented,no,Surveyor,Srikakulam,Andhra_Pradesh,12,14,0
41635,41636,9886335,57,15,single,rented,no,Designer,Cuttack,Odisha,12,11,0
9966,9967,9084072,22,10,single,rented,no,Technical_writer,Mysore[7][8][9],Karnataka,4,13,0
120133,120134,3118300,77,10,single,rented,no,Drafter,Morbi,Gujarat,9,14,0
114335,114336,6775535,60,20,single,rented,no,Psychologist,Moradabad,Uttar_Pradesh,7,14,0
213368,213369,3033225,71,2,single,rented,no,Drafter,Ambarnath,Maharashtra,2,14,0
248935,248936,6278274,31,7,single,rented,no,Chartered_Accountant,Bhagalpur,Bihar,7,14,0
150390,150391,5356355,34,6,single,rented,yes,Chartered_Accountant,Karnal,Haryana,6,13,0
111488,111489,4382706,38,11,single,rented,yes,Scientist,Tezpur,Assam,10,12,0
60339,60340,5307708,67,17,single,rented,no,Geologist,Arrah,Bihar,4,13,0
164902,164903,7750486,43,10,single,rented,no,Designer,Haridwar,Uttarakhand,10,10,0
233232,233233,1602550,79,10,single,owned,no,Engineer,Shimla,Himachal_Pradesh,8,14,1
22208,22209,1303925,57,11,single,rented,no,Secretary,Katihar,Bihar,11,14,0
143332,143333,3506622,30,12,single,rented,no,Technical_writer,Kozhikode,Kerala,4,14,0
218451,218452,5118340,41,0,single,rented,yes,Fashion_Designer,Surendranagar_Dudhrej,Gujarat,0,14,0
157239,157240,9450206,53,1,single,rented,no,Consultant,Haldia,West_Bengal,1,11,0
19018,19019,9232506,75,2,single,rented,no,Design_Engineer,Avadi,Tamil_Nadu,2,11,1
241206,241207,9436365,49,8,single,rented,no,Architect,Hosur,Tamil_Nadu,3,10,0
54591,54592,3283513,25,17,married,owned,no,Architect,Shivpuri,Madhya_Pradesh,4,13,0
62709,62710,6859181,37,6,married,rented,no,Chemical_engineer,Durgapur,West_Bengal,3,14,0
51034,51035,2853298,23,16,single,rented,yes,Design_Engineer,Bareilly,Uttar_Pradesh,13,11,0
84965,84966,3443194,57,4,single,rented,yes,Fashion_Designer,Raipur,Chhattisgarh,4,11,0
60577,60578,6558967,41,10,married,rented,no,Comedian,Bongaigaon,Assam,10,12,0
132797,132798,9260693,56,8,married,rented,yes,Technician,Gaya,Bihar,7,10,0
180325,180326,3478269,28,2,single,rented,no,Software_Developer,Gopalpur,West_Bengal,2,13,0
189141,189142,9352887,53,6,single,rented,yes,Technical_writer,Muzaffarnagar,Uttar_Pradesh,6,11,0
185435,185436,4568179,22,14,single,rented,no,Chef,Silchar,Assam,11,11,0
184614,184615,249273,33,18,single,rented,no,Engineer,Amaravati,Andhra_Pradesh,9,14,0
214904,214905,3734978,64,0,single,rented,no,Comedian,Silchar,Assam,0,13,0
62872,62873,3411984,31,12,single,owned,no,Army_officer,Jodhpur,Rajasthan,4,12,1
249718,249719,7406620,29,18,single,rented,no,Microbiologist,Bardhaman,West_Bengal,7,13,0
26269,26270,7675013,24,17,single,rented,yes,Economist,Hazaribagh,Jharkhand,14,13,0
16165,16166,7574516,40,10,single,rented,no,Software_Developer,Parbhani,Maharashtra,9,13,0
100720,100721,2428348,34,8,single,rented,no,Artist,Belgaum,Karnataka,6,13,0
59874,59875,2902285,77,19,single,rented,no,Graphic_Designer,Gudivada,Andhra_Pradesh,11,10,0
186041,186042,8891641,67,15,single,rented,no,Technician,Thanjavur,Tamil_Nadu,7,12,0
58386,58387,4771390,35,17,single,rented,no,Chemical_engineer,Gandhidham,Gujarat,9,14,0
145635,145636,8958480,49,2,single,rented,no,Web_designer,Bhind,Madhya_Pradesh,2,13,0
158587,158588,9962662,79,19,single,rented,no,Microbiologist,Amritsar,Punjab,7,11,0
166969,166970,8458068,34,6,single,rented,no,Dentist,Ambattur,Tamil_Nadu,6,13,0
66630,66631,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,1
9805,9806,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,0
77451,77452,8830162,77,18,single,rented,no,Surgeon,Jaunpur,Uttar_Pradesh,14,13,0
240188,240189,1181429,77,20,single,rented,no,Scientist,Karnal,Haryana,12,10,0
58794,58795,9085689,26,1,single,rented,no,Secretary,Nanded,Maharashtra,1,13,0
184723,184724,8001918,41,5,single,rented,no,Economist,Bulandshahr,Uttar_Pradesh,5,14,0
47047,47048,3466926,54,18,married,norent_noown,no,Technician,Anand,Gujarat,7,12,0
122512,122513,2846676,23,12,married,rented,no,Librarian,Ulhasnagar,Maharashtra,12,13,0
241933,241934,5304524,40,4,single,rented,no,Secretary,Thiruvananthapuram,Kerala,4,13,0
107357,107358,1766902,30,14,single,rented,no,Police_officer,Amritsar,Punjab,8,13,0
23980,23981,9725128,54,7,single,rented,no,Mechanical_engineer,Siwan[32],Bihar,3,10,0
59565,59566,5109740,39,6,single,rented,no,Flight_attendant,Kanpur,Uttar_Pradesh,6,14,1
7085,7086,8998661,68,4,single,norent_noown,no,Air_traffic_controller,Jorhat,Assam,4,12,0
60091,60092,5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
153589,153590,7200030,46,17,single,rented,no,Secretary,New_Delhi,Delhi,9,10,0
183924,183925,5902944,26,4,single,rented,no,Computer_hardware_engineer,Gangtok,Sikkim,4,14,0
125905,125906,3790999,76,6,single,rented,no,Technical_writer,Shivpuri,Madhya_Pradesh,6,13,0
128584,128585,9662707,31,2,single,rented,no,Air_traffic_controller,Aurangabad[39],Bihar,2,13,1
214315,214316,6720927,64,17,single,rented,no,Web_designer,Berhampur,Odisha,5,12,0
74404,74405,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,1
163863,163864,9685699,62,6,single,rented,no,Physician,Medininagar,Jharkhand,6,10,0
74973,74974,298328,46,6,single,rented,no,Engineer,Dehri[30],Bihar,5,12,0
35673,35674,8108984,37,16,single,rented,no,Surveyor,Serampore,West_Bengal,7,10,0
94726,94727,7064604,74,3,single,rented,no,Petroleum_Engineer,Thrissur,Kerala,3,12,0
154804,154805,8940384,33,10,single,rented,no,Secretary,Thane,Maharashtra,6,12,0
69518,69519,2322708,25,5,married,rented,no,Chef,Dehri[30],Bihar,5,12,0
51496,51497,5795495,34,16,single,rented,no,Chartered_Accountant,Gangtok,Sikkim,12,14,0
92607,92608,1746647,69,2,single,rented,yes,Secretary,Jabalpur,Madhya_Pradesh,2,13,0
168667,168668,4022242,69,17,single,rented,no,Magistrate,Panihati,West_Bengal,9,12,0
172930,172931,7357515,50,13,single,rented,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,14,0
89251,89252,16896,56,20,married,rented,no,Army_officer,Aligarh,Uttar_Pradesh,7,12,0
79842,79843,8797493,55,15,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,12,13,0
46344,46345,4812262,62,3,single,owned,no,Lawyer,Karimnagar,Telangana,3,13,0
232645,232646,1809826,56,16,single,norent_noown,no,Secretary,Navi_Mumbai,Maharashtra,4,14,0
209585,209586,2805855,42,7,single,rented,no,Civil_engineer,Thane,Maharashtra,7,11,0
141649,141650,8476529,41,14,single,owned,no,Scientist,Bhavnagar,Gujarat,4,10,0
92982,92983,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0
36380,36381,1659986,43,11,single,norent_noown,no,Industrial_Engineer,Ambarnath,Maharashtra,11,11,0
183389,183390,4226060,49,2,single,rented,no,Hotel_Manager,Sikar,Rajasthan,2,11,1
62741,62742,8724013,79,19,single,rented,no,Economist,Morena,Madhya_Pradesh,13,12,0
241187,241188,2179364,53,18,single,rented,no,Economist,Motihari[34],Bihar,8,10,0
14453,14454,7065695,72,6,single,rented,no,Secretary,Vijayanagaram,Andhra_Pradesh,6,12,0
98520,98521,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,0
196237,196238,7768728,48,2,single,rented,no,Design_Engineer,Barasat,West_Bengal,2,12,0
242508,242509,2538593,63,10,single,rented,no,Drafter,Vellore,Tamil_Nadu,10,10,1
52868,52869,6270306,67,13,single,rented,yes,Financial_Analyst,Ambattur,Tamil_Nadu,13,13,1
136712,136713,52436,37,19,married,rented,yes,Graphic_Designer,Panipat,Haryana,10,14,1
88735,88736,7500815,31,18,married,rented,yes,Economist,Satara,Maharashtra,14,11,0
